,streaming,clio,wc_holdings,discard,title,bib_id,oclc_num,format,author,holdings_sup,bib_sup,tag_965,lp,historic_circs,comments,reserve_past_few,location,clio_y_n,num_libs
1740,,,,,Courtly pleasures. [Phonodisc] ,398585,3010918,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,123
1741,,,,,"Covent Garden on record [sound recording] : a history Volume IV, 1926-1939. ",1760689,26789914,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,29
1742,,,,,"Covent Garden on record [sound recording] : a history. Volume I, 1870-1904. ",2187320,26789960,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,33
1743,,,,,"Covent Garden on record [sound recording] : a history. Volume II, 1904-1910. ",2287448,26789878,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,33
1744,,,,,"Covent Garden on record [sound recording] : a history. Volume III, 1910-1925. ",2169928,26790004,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,32
1745,,,,,Crazy for you [sound recording] : original Broadway cast / music: George Gershwin ; lyrics: Ira Gershwin ; book: Ken Ludwig. ,2115930,26088519,MUSICAL SOUND RECORDING,"Gershwin, George, 1898-1937. ",Y,Y,,,,,,bsr,n,26
1746,,,,,Creation [sound recording] ,3003149,4870219,MUSICAL SOUND RECORDING,"Haydn, Joseph, 1732-1809. ",Y,Y,,,,,,bsr,y,25
1747,,,,,"Creators' records [sound recording] : world premieres, 1877-1903. ",1760690,27024089,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,17
1748,,,,,Credendum [sound recording] : (Article of faith) / William Schuman. Piano concerto / Leon Kirchner. ,1678241,24843643,MUSICAL SOUND RECORDING,"Schuman, William, 1910-1992. ",Y,N,RECONanx2,,,,,bsr,y,85
1749,,,,,Cris de Paris [sound recording] : chansons de Janequin et Sermisy. ,519982,12917447,MUSICAL SOUND RECORDING,Ensemble CleÌment Janequin. ,Y,Y,,,,,,bsr,y,56
1750,,,,,Crispino e la comare [sound recording] / Federico e Luigi Ricci. ,2122675,26044228,MUSICAL SOUND RECORDING,"Ricci, Luigi, 1805-1859. ",Y,Y,,,,,,bsr,y,24
1751,,,,,Cristoforo Colombo [sound recording] / Alberto Franchetti. ,2289532,26834182,MUSICAL SOUND RECORDING,"Franchetti, Alberto. ",Y,Y,,,,,,bsr,n,103
1752,,,,,Crociato in Egitto [sound recording] / Meyerbeer ,1687511,35643707,MUSICAL SOUND RECORDING,"Meyerbeer, Giacomo, 1791-1864. ",Y,Y,,,,,,bsr,n,16
1753,,,,,"Crouching tiger, hidden dragon [sound recording] : original motion picture soundtrack / sound track composed by Tan Dun. ",3247003,45725520,MUSICAL SOUND RECORDING,"Tan, Dun, 1957- ",Y,Y,,,,,,bsr,n,605
1754,,,,,"Crucible [an opera in 4 acts, based on the play by Arthur Miller. Libretto by Bernard Stambler] [sound recording]. ",398566,4382280,MUSICAL SOUND RECORDING,"Ward, Robert, 1917- ",Y,Y,,,,,,bsr,y,63
1755,,,,,Culmination [sound recording] / Anestis Logothetis. ,705702,3466576,MUSICAL SOUND RECORDING,"Logothetis, Anestis. ",Y,Y,,,,,,bsr,n,19
1756,,,,,Cunning little vixen [sound recording] / LeosÌ JanaÌcÌek. ,1908033,503087544,MUSICAL SOUND RECORDING,"JanaÌcÌek, LeosÌ, 1854-1928. ",Y,Y,,,,,,bsr,y,4
1757,,,,,"Curlew River [sound recording] : a parable for church performance / [music by] Benjamin Britten ; libretto, based on the medieval Japanese No-play ""Sumidagawa"" of Juro Montomasa [sic], by William Plomer. ",1762570,503653251,MUSICAL SOUND RECORDING,"Britten, Benjamin, 1913-1976. ",Y,Y,,,,,,bsr,n,5
1758,,,,,Cydalise et le chaÌevre-pied [sound recording] ; Ramuntcho / PiernaÌe. ,7153991,32109809,MUSICAL SOUND RECORDING,"PierneÌ, Gabriel, 1863-1937. ",Y,Y,,,,,,bsr,n,20
1759,,,,,"CyprÌisÌe [sound recording] = Cypresses : B.11 (original version, 1865) ; BiblickeÌ piÌsneÌ = Biblical songs : B.185, op. 99 / AntoniÌn DvorÌaÌk. ",2182211,25473760,MUSICAL SOUND RECORDING,"DvorÌaÌk, AntoniÌn, 1841-1904. ",Y,Y,,,,,,bsr,y,30
1760,,,,,Czech piano quartets [sound recording]. ,2188794,35225697,MUSICAL SOUND RECORDING,"Ben-Or, Nelly. ",Y,Y,,,,,,bsr,n,8
1761,,,,,Czech polkas and dances. ,2058163,4770655,MUSICAL SOUND RECORDING,"Smetana, BedrÌich, 1824-1884. ",Y,N,rcp3165,,,,,bsr,y,61
1762,,,,,CÌekaÌm teÌ! [sound recording] : JanaÌcÌek neznamy = JanaÌcÌek unknown. ,1975052,33230952,MUSICAL SOUND RECORDING,"JanaÌcÌek, LeosÌ, 1854-1928. ",Y,Y,,,,,,bsr,n,35
1763,,,,,"CÌert a KaÌcÌa [sound recording] = Kate and the Devil : opera in 3 acts, op. 112 / AntoniÌn DvorÌaÌk. ",2006339,31737176,MUSICAL SOUND RECORDING,"DvorÌaÌk, AntoniÌn, 1841-1904. ",Y,Y,,,,,,bsr,y,94
1764,,,,,CÌeskeÌ piÌsneÌ a aÌrie [sound recording] = Czech songs and arias. ,2362609,504865590,MUSICAL SOUND RECORDING,"NovotnaÌ, Jarmila, 1907-1994. ",Y,Y,,,,,,bsr,n,2
1765,,,,,Dalibor [sound recording] / Smetana. ,2147107,30259151,MUSICAL SOUND RECORDING,"Smetana, BedrÌich, 1824-1884. ",Y,Y,,,,,,bsr,n,14
1766,,,,,Dame Isobel Baillie [sound recording] ,2187290,35780277,MUSICAL SOUND RECORDING,"Baillie, Isobel, 1895-1983. ",Y,Y,,,,,,bsr,n,10
1767,,,,,"Dame Myra Hess [sound recording] : public performances, 1949-1960. ",2068390,30610471,MUSICAL SOUND RECORDING,"Hess, Myra, Dame, 1890-1965. ",Y,Y,,,,,,bsr,n,31
1768,,,,,Dame Myra Hess [sound recording]. ,2260150,34263725,MUSICAL SOUND RECORDING,"Hess, Myra, Dame, 1890-1965. ",Y,Y,,,,,,bsr,n,26
1769,,,,,Dame Sirith [sound recording]. ,1061489,20308742,NONMUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,13
1770,,,,,Dame blanche ; Ouvertures [sound recording] / FrancÌ§ois Adrien Boieldieu. ,1790253,34717377,MUSICAL SOUND RECORDING,"Boieldieu, A. (Adrien), 1775-1834. ",Y,Y,,,,,,bsr,n,8
1771,,,,,Dame de pique [sound recording] / Tchaikovsky. ,6237900,48665937,MUSICAL SOUND RECORDING,"Tchaikovsky, Peter Ilich, 1840-1893. ",Y,Y,,,,,,bsr,n,5
1772,,,,,Damnation de Faust [sound recording] / Berlioz. La damoiselle eÌlue / Debussy. ,1764452,18763469,MUSICAL SOUND RECORDING,"Berlioz, Hector, 1803-1869. ",Y,Y,,,,,,bsr,y,91
1773,,,,,Damnation de Faust [sound recording] / Hector Berlioz. ,1764453,21529929,MUSICAL SOUND RECORDING,"Berlioz, Hector, 1803-1869. ",Y,Y,,,,,,bsr,y,16
1774,,,,,Damnation of Faust [sound recording] : [dramatic legend] / Berlioz. ,2968499,2882283,MUSICAL SOUND RECORDING,"Berlioz, Hector, 1803-1869. ",Y,Y,,,,,,bsr,n,131
1775,,,,,Damoiselle eÌlue = [sound recording] : The Blessed damozel / Debussy ; words by Dante Gabriel Rossetti. PoeÌme de l'amour et de la mer / Chausson ; words by Maurice Bouchor. ,2100431,38754600,MUSICAL SOUND RECORDING,"Debussy, Claude, 1862-1918. ",Y,Y,,,,,,bsr,n,1
1776,,,,,Damoiselle eÌlue [sound recording] / Claude Debussy. PoeÌm[e] de l'amour et de la mer / Ernest Chausson. ,2352779,504815186,MUSICAL SOUND RECORDING,"Debussy, Claude, 1862-1918. ",Y,Y,,,,,,bsr,y,2
1777,,,,,"Damoiselle eÌlue [sound recording] : poeÌme lyrique pour voix de femmes solo, choeur et orchestre ; Trois ballades de FrancÌ§ois Villon ; Invocation : choeur pour voix d'hommes et orchestre ; Salut printemps : choeur pour voix de femmes et orchestre / C",398525,10179521,MUSICAL SOUND RECORDING,"Debussy, Claude, 1862-1918. ",Y,N,,,,,,bsr,y,71
1778,,,,,DanaiÌdes [sound recording] / Antonio Salieri. ,885044,22923102,MUSICAL SOUND RECORDING,"Salieri, Antonio, 1750-1825. ",Y,N,,,,,,bsr,y,87
1779,,,,,"Dance music from old Vienna [sound recording] : waltzes, galops, polkas / Joseph Lanner. ",2071856,33501758,MUSICAL SOUND RECORDING,"Lanner, Joseph, 1801-1843. ",Y,Y,,,,,,bsr,n,58
1780,,,,,Dance of wild Irravel ; Paean ; Symphony no. 3 [sound recording] / Sir Arnold Bax. ,834319,17327515,MUSICAL SOUND RECORDING,"Bax, Arnold, 1883-1953. ",Y,N,,,,,,bsr,y,161
1781,,,,,Dance rhapsody no. 1 ; Violin concerto ; The song of the High Hills ; On the mountains (Paa vidderne) [sound recording] / Delius. ,1995374,28100562,MUSICAL SOUND RECORDING,"Delius, Frederick, 1862-1934. ",Y,Y,,,,,,bsr,n,40
1782,,,,,"Dance suite [sound recording] : Sz 77 ; Two pictures : op. 10, Sz 46 ; Hungarian sketches : Sz 97 ; Divertimento : Sz 113 / BeÌla BartoÌk. ",1981891,32854986,MUSICAL SOUND RECORDING,"BartoÌk, BeÌla, 1881-1945. ",Y,Y,,,,,,bsr,n,204
1783,,,,,Dance symphony / Copland. Spirituals for orchestra / Gould [sound recording]. ,705405,29269970,MUSICAL SOUND RECORDING,"Copland, Aaron, 1900-1990. ",Y,Y,,,,,,bsr,y,37
1784,,,,,Dancepieces [sound recording] / Philip Glass. ,2071898,16064071,MUSICAL SOUND RECORDING,"Glass, Philip. ",Y,Y,,,,,,bsr,y,205
1785,,,,,Dances and Romances [sound recording]. ,519981,506166527,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,
1786,,,,,Dances and marches [sound recording] / Liszt. ,2010248,809199972,MUSICAL SOUND RECORDING,"Liszt, Franz, 1811-1886. ",Y,Y,,,,,,bsr,y,
1787,,,,,Dances from the opera [sound recording] ,2071855,17845224,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,6
1788,,,,,Dances of the court and villages from the sixteenth century [sound recording] ,2093982,20238250,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,
1789,,,,,"Dances, marches [sound recording] / Mozart. ",1712955,22974353,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,188
1790,,,,,Dancing in old Vienna [sound recording]. ,1531841,8656599,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,39
1791,,,,,DancÌa freneÌtica [sound recording] ; DancÌas caracteriÌsticas africanas ; DancÌa dos mosquitos ; Rudepoema / Heitor Villa-Lobos. ,2133592,31524229,MUSICAL SOUND RECORDING,"Villa-Lobos, Heitor. ",Y,Y,,,,,,bsr,y,45
1792,,,,,Daniele Barioni [sound recording]. ,10823059,881496721,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,
1793,,,,,Dans la foreÌt [sound recording] ; La Mer ; Quatuor aÌ cordes / CÌiurlionis. ,1997096,24258601,MUSICAL SOUND RECORDING,"CÌiurlionis, Mikalojus Konstantinas, 1875-1911. ",Y,Y,,,,,,bsr,n,21
1794,,,,,Danses concertantes [sound recording] : (1942) ; Arr. of Sibelius's Canzonetta op. 62a (1964) ; Suite de Pulcinella : 1949 version / Igor Stravinsky. ,1723444,19518263,MUSICAL SOUND RECORDING,"Stravinsky, Igor, 1882-1971. ",Y,Y,,,,,,bsr,n,35
1795,,,,,Danses concertantes. Dumbarton Oaks. Concerto in D for string orchestra. ,2057600,1851324,MUSICAL SOUND RECORDING,"Stravinsky, Igor, 1882-1971. ",Y,N,rcp3183,,,,,bsr,y,76
1796,,,,,Dantons Tod [sound recording] / Gottfried von Einem. ,2007931,32638926,MUSICAL SOUND RECORDING,"Einem, Gottfried von, 1918-1996. ",Y,Y,,,,,,bsr,y,10
1797,,,,,Dantons Tod [sound recording] / Gottfried von Einem. ,850114,22258756,MUSICAL SOUND RECORDING,"Einem, Gottfried von, 1918-1996. ",Y,N,,,,,,bsr,y,61
1798,,,,,Danzas espanÌolas [sound recording] / Granados. ,7338293,16698091,MUSICAL SOUND RECORDING,"Granados, Enrique, 1867-1916. ",Y,Y,,,,,,bsr,y,59
1799,,,,,Danzas espanÌolas [sound recording] / Granados. ,7338293,16698091,MUSICAL SOUND RECORDING,"Granados, Enrique, 1867-1916. ",Y,Y,,,,,,bsr,y,59
1800,,,,,Danzas espanÌolas [sound recording] : op. 37 / Enrique Granados. ,2009285,31315988,MUSICAL SOUND RECORDING,"Granados, Enrique, 1867-1916. ",Y,Y,,,,,,bsr,n,15
1801,,,,,Danzas fantaÌsticas [sound recording] : op. 22 ; La procesioÌn del RociÌo : op. 9 ; SinfoniÌa sevillana : op. 2 ; Ritmos : op. 43 / JoaquiÌn Turina. ,2265015,27139754,MUSICAL SOUND RECORDING,"Turina, JoaquiÌn, 1882-1949. ",Y,Y,,,,,,bsr,n,95
1802,,,,,DanzoÌn cubano. Three Latin American sketches. El SaloÌn MeÌxico. Dance panels [sound recording]. ,520243,2899919,MUSICAL SOUND RECORDING,"Copland, Aaron, 1900-1990. ",Y,N,,,,,,bsr,y,143
1803,,,,,Daphne : op. 82 [sound recording] / Richard Strauss. ,2140235,28191751,MUSICAL SOUND RECORDING,"Strauss, Richard, 1864-1949. ",Y,Y,,,,,,bsr,n,51
1804,,,,,Daphne [sound recording] / Richard Strauss. ,2140234,32115582,MUSICAL SOUND RECORDING,"Strauss, Richard, 1864-1949. ",Y,Y,,,,,,bsr,y,118
1805,,,,,Daphnis et ChloeÌ (complete ballet [sound recording]. ,398738,29283500,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,y,11
1806,,,,,Daphnis et ChloeÌ : Suite no. 1; Interlude; Suite no. 2. Ma meÌre l'oye (complete ballet) [sound recording]. ,398664,4524952,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,n,
1807,,,,,Daphnis et ChloeÌ [phonorecord] (complete ballet). ,519853,2852320,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,y,106
1808,,,,,Daphnis et ChloeÌ [sound recording] / Ravel. ,8964059,55143241,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,y,6
1809,,,,,Daphnis et ChloeÌ [sound recording] : Pavane ; Rapsodie espagnole / Ravel. ,1883464,23026647,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,n,49
1810,,,,,Daphnis et ChloeÌ [sound recording] : complete ballet / Ravel. ,2107413,22338342,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,y,
1811,,,,,Daphnis et ChloeÌ [sound recording] ; Il suite boleÌro ; La valse ; Pavane / Ravel. ,2336985,34432874,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,n,2
1812,,,,,"Daphnis et ChloeÌ, ScheÌheÌrazade [sound recording] ",2552081,83315436,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,n,1
1813,,,,,Daphnis et ChloeÌ. Suite no. 1 ; Valses nobles et sentimentales ; Alborada del gracioso [sound recording] / Ravel. Le roi d'Ys. Overture / Lalo. Escales : Ports of call / Ibert. La valse / Ravel. ,1883463,32980586,MUSICAL SOUND RECORDING,"Monteux, Pierre, 1875-1964. ",Y,Y,,,,,,bsr,n,50
1814,,,,,Daphnis et ChloeÌ: Suite no. 2. Pavane pour une infante deÌfunte (Pavane for a dead princess) [sound recording]. ,398419,3124131,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,N,,,,,,bsr,y,27
1815,,,,,Daphnis et ChloeÌ [sound recording] ballet en un acte / Maurice Ravel. ,8691592,14197606,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,n,64
1816,,,,,"Daquin, Lully, Rameau, Couperin, Ravel [sound recording]. ",7523216,52112608,MUSICAL SOUND RECORDING,"Cziffra, Georges, 1921-1994. ",Y,Y,,,,,,bsr,n,8
1817,,,,,Dardanus [sound recording] / Jean-Philippe Rameau. ,1727124,34446822,MUSICAL SOUND RECORDING,"Rameau, Jean-Philippe, 1683-1764. ",Y,Y,,,,,,bsr,y,38
1818,,,,,Darius Milhaud [sound recording] : orchestral & chamber music. ,8664228,230965432,MUSICAL SOUND RECORDING,"Milhaud, Darius, 1892-1974. ",Y,Y,,,,,,bsr,n,3
1819,,,,,Dark angels [sound recording] / Peter Maxwell Davies. Songs of remembrance / Richard Wernick. ,3015295,12009825,MUSICAL SOUND RECORDING,"Davies, Peter Maxwell, 1934- ",Y,Y,,,,,,bsr,n,110
1820,,,,,Dark eyes [sound recording] : Russian folk songs. ,2369443,26978493,MUSICAL SOUND RECORDING,"Hvorostovsky, Dmitri. ",Y,Y,,,,,,bsr,y,140
1821,,,,,Dave Brubeck Quartet at Carnegie Hall. [Sound recording] ,1230788,3281582,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,62
1822,,,,,Dave Brubeck Quartet in Europe [sound recording]. ,2966427,18338769,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,9
1823,,,,,Dave Brubeck--Jackpot [sound recording] / Dave Brubeck Quartet. ,1230797,8727101,MUSICAL SOUND RECORDING,Dave Brubeck Quartet. ,Y,N,,,,,,bsr,y,24
1824,,,,,David Helfgott plays Rachmaninov [sound recording] ,2069883,36939083,MUSICAL SOUND RECORDING,"Rachmaninoff, Sergei, 1873-1943. ",Y,Y,,,,,,bsr,n,349
1825,,,,,David Oistrakh [sound recording] : chamber music edition. ,9048611,758802067,MUSICAL SOUND RECORDING,"Oistrakh, David, 1908-1974. ",Y,Y,,,,,,bsr,n,
1826,,,,,David Saperton plays Chopin and Godowsky [sound recording] ,2338958,30937478,MUSICAL SOUND RECORDING,"Saperton, David, 1889-1970. ",Y,Y,,,,,,bsr,n,18
1827,,,,,Days of open hand [sound recording] / Suzanne Vega. ,9062376,25872613,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,8
1828,,,,,"Death and transfiguration, op. 24 ; Till Eulenspiegel's merry pranks, op. 28 ; Don Juan, op. 20 [sound recording] / Richard Strauss. ",1762558,42530333,MUSICAL SOUND RECORDING,"Strauss, Richard, 1864-1949. ",Y,Y,,,,,,bsr,n,22
1829,,,,,Death in Venice [sound recording] / Britten. ,1762571,70590830,MUSICAL SOUND RECORDING,"Britten, Benjamin, 1913-1976. ",Y,Y,,,,,,bsr,y,12
1830,,,,,Death of Klinghoffer [sound recording] / John Adams ; libretto by Alice Goodman. ,1387506,27042927,MUSICAL SOUND RECORDING,"Adams, John, 1947- ",Y,N,,,,,,bsr,y,420
1831,,,,,Deborah [sound recording] / Handel. ,1736217,30404952,MUSICAL SOUND RECORDING,"Handel, George Frideric, 1685-1759. ",Y,Y,,,,,,bsr,y,174
1832,,,,,Debussy for piano [sound recording]. ,287454,3105605,MUSICAL SOUND RECORDING,"Debussy, Claude, 1862-1918. ",Y,N,,,,,,bsr,y,116
1833,,,,,Debussy for piano [sound recording]. ,287454,3105605,MUSICAL SOUND RECORDING,"Debussy, Claude, 1862-1918. ",Y,N,,,,,,bsr,y,116
1834,,,,,Debussy for piano [sound recording]. ,287454,3105605,MUSICAL SOUND RECORDING,"Debussy, Claude, 1862-1918. ",Y,N,,,,,,bsr,y,116
1835,,,,,Debut [sound recording] / Sarah Chang. ,1953202,27033006,MUSICAL SOUND RECORDING,"Chang, Sarah. ",Y,N,,,,,,bsr,y,206
1836,,,,,Decameron [sound recording] : ballate monodiques de l'Ars Nova florentine. ,705462,18111004,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,53
1837,,,,,Decca recitals [sound recording]. ,7241951,60763836,MUSICAL SOUND RECORDING,"Chiara, Maria. ",Y,Y,,,,,,bsr,n,20
1838,,,,,Dejanice [sound recording] / Alfredo Catalani. ,1787732,24503695,MUSICAL SOUND RECORDING,"Catalani, Alfredo, 1854-1893. ",Y,Y,,,,,,bsr,n,24
1839,,,,,"Dennis Brain, Leon Goossens, Gwydion Brooke [sound recording] ",2269158,33309082,MUSICAL SOUND RECORDING,"Brain, Dennis, 1921-1957. ",Y,Y,,,,,,bsr,n,27
1840,,,,,Denys le tyran [sound recording] / Gretry. ,2054139,28643918,MUSICAL SOUND RECORDING,"GreÌtry, AndreÌ-Ernest-Modeste, 1741-1813. ",Y,Y,,,,,,bsr,n,15
1841,,,,,Des canyons aux eÌtoiles ; Oiseaux exotiques ; Couleurs de la citeÌ ceÌleste [sound recording] / Olivier Messiaen. ,1712974,22491739,MUSICAL SOUND RECORDING,"Messiaen, Olivier, 1908-1992. ",Y,N,,,,,,bsr,y,321
1842,,,,,"Desert music [sound recording] / Steve Reich ; [text, William Carlos Williams]. ",2118670,18407558,MUSICAL SOUND RECORDING,"Reich, Steve, 1936- ",Y,Y,,,,,,bsr,y,14
1843,,,,,Deutsches Requiem [sound recording] : op. 45 / Brahms. ,1987401,33236150,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,y,41
1844,,,,,Deutsches Requiem [sound recording] : op. 45 / Brahms. ,5572505,48890368,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,8
1845,,,,,"Deutsches Requiem [sound recording], op.45. ",520155,3484845,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,190
1846,,,,,"Deutsches Requiem [sound recording], op.45. ",520155,3484845,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,190
1847,,,,,Deux journeÌes [sound recording] = The water carriers / Cherubini. ,1997110,28601342,MUSICAL SOUND RECORDING,"Cherubini, Luigi, 1760-1842. ",Y,Y,,,,,,bsr,y,45
1848,,,,,Deux pigeons [sound recording] / Messager. ,2319671,29513483,MUSICAL SOUND RECORDING,"Messager, AndreÌ, 1853-1929. ",Y,Y,,,,,,bsr,n,33
1849,,,,,"DeuxieÌme trio en forme de suite, opus 98 [sound recording] ; DeuxieÌme quatuor, opus 45 ; Sextuor, opus 92 / Vincent d'Indy. ",2232493,32024968,MUSICAL SOUND RECORDING,"Indy, Vincent d', 1851-1931. ",Y,N,,,,,,bsr,y,31
1850,,,,,Development of western music [sound recording] : an anthology. ,3314171,40003276,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,116
1851,,,,,Devil's dance [sound recording]. ,3247015,45167754,MUSICAL SOUND RECORDING,"Shaham, Gil, 1971- ",Y,Y,,,,,,bsr,n,337
1852,,,,,Diabelli variations [sound recording] ; Eroica variations / Ludwig van Beethoven. ,7521197,48689130,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,13
1853,,,,,Dialogues and contrasts ; Colloquy [sound recording] / Vladimir Ussachevsky. ,705559,63371388,MUSICAL SOUND RECORDING,"Ussachevsky, Vladimir, 1911-1990. ",Y,N,,,,,,bsr,y,15
1854,,,,,Dialogues des CarmeÌlites [sound recording] / Poulenc ; libretto by Bernanos. ,3313694,77577524,MUSICAL SOUND RECORDING,"Poulenc, Francis, 1899-1963. ",Y,Y,,,,,,bsr,y,11
1855,,,,,Dialogues des CarmeÌlites [sound recording] / Poulenc. ,1440019,27822445,MUSICAL SOUND RECORDING,"Poulenc, Francis, 1899-1963. ",Y,N,,,,,,bsr,y,369
1856,,,,,Dialogues des CarmeÌlites [sound recording] / Poulenc. ,1695359,18040574,MUSICAL SOUND RECORDING,"Poulenc, Francis, 1899-1963. ",Y,Y,,,,,,bsr,y,201
1857,,,,,"Dichterliebe : op. 48 : Liederzyklus von Heinrich Heine. Liederkreis, op. 24 : Liederzyklus von Heinrich Heine [sound recording] / Robert Schumann. ",3009188,998354,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,n,241
1858,,,,,Dichterliebe [sound recording] / Schumann. ,1885462,31637261,MUSICAL SOUND RECORDING,"Hampson, Thomas. ",Y,Y,,,,,,bsr,n,111
1859,,,,,Dichterliebe [sound recording] : Op. 48 ; Liederkreis : Op. 39 / Schumann. ,2185410,14175775,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,n,125
1860,,,,,Dichterliebe [sound recording] : op. 48 / Schumann. Vier ernste GesaÌnge : op. 121 / Brahms. ,2524475,42570131,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,y,12
1861,,,,,Dichterliebe [sound recording] : op. 48 ; Liederkreis : op. 24 ; 3 Lieder / Robert Schumann. ,2190375,21681509,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,n,58
1862,,,,,Dichterliebe [sound recording] : op. 48 ; Liederkreis : op. 39 / Robert Schumann. ,2289536,15465061,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,y,328
1863,,,,,"Dichterliebe, op. 48 [sound recording] ; Liederkreis, op. 39 / c Robert Schumann. ",3009762,46934508,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,y,
1864,,,,,Dido & Aeneas [sound recording] / Purcell. ,1774646,17866402,MUSICAL SOUND RECORDING,"Purcell, Henry, 1659-1695. ",Y,Y,,,,,,bsr,y,101
1865,,,,,Dido and Aeneas [sound recording] / Purcell. ,2071891,32174632,MUSICAL SOUND RECORDING,"Purcell, Henry, 1659-1695. ",N,Y,,,,,,bsr,y,255
1866,,,,,Dido and Aeneas [sound recording] / Purcell. ,742301,29274581,MUSICAL SOUND RECORDING,"Purcell, Henry, 1659-1695. ",Y,Y,,,,,,bsr,y,1
1867,,,,,Dido and Aeneas [sound recording] / Purcell. ,3003143,4797513,MUSICAL SOUND RECORDING,"Purcell, Henry, 1659-1695. ",Y,Y,,,,,,bsr,y,69
1868,,,,,Dido and Aeneas [sound recording] : [opera in three acts] / Purcell ; libretto by [Nahum] Tate. ,2057704,2953520,MUSICAL SOUND RECORDING,"Purcell, Henry, 1659-1695. ",Y,N,rcp3183,,,,,bsr,y,112
